SQL> /

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
      2480          2  100137322 13301 1 1      93.56                                               
      2480          2  100137322 50109 2 1      93.56                                               
      2480          3  100137322 13301 2 1      93.56                                               
      2481          2  100137323 13301 1 1     3814.8                                               
      2481          2  100137323 50102 2 1     3814.8                                               
      2481          3  100137323 13301 2 1     3814.8                                               
      2482          2  100137325 13301 1 1      43.25                                               
      2482          2  100137325 50103 2 1      43.25                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2482          3  100137325 13301 2 1      43.25                                               
      2483          2  100137327 13301 1 1       96.1                                               
      2483          2  100137327 50103 2 1       96.1                                               
      2483          3  100137327 13301 2 1       96.1                                               
      2484          2  100137328 13301 1 1       8959                                               
      2484          2  100137328 50103 2 1       8959                                               
      2484          3  100137328 13301 2 1       8959                                               
      2485          2  100137329 13301 1 1       8959                                               
      2485          2  100137329 50103 2 1       8959                                               
      2485          3  100137329 13301 2 1       8959                                               
      2486          2  100137330 13301 1 1    31356.5                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2486          2  100137330 50102 2 1    31356.5                                               
      2486          3  100137330 13301 2 1    31356.5                                               
      2487          2  100137335 13301 1 1      44795                                               
      2487          2  100137335 50103 2 1      44795                                               
      2487          3  100137335 13301 2 1      44795                                               
      2488          2  100137336 13301 1 1    21501.6                                               
      2488          2  100137336 50103 2 1    21501.6                                               
      2488          3  100137336 13301 2 1    21501.6                                               
      2489          2  100137054 13301 1 1     816.85                                               
      2489          2  100137054 50103 2 1     816.85                                               
      2489          3  100137054 13301 2 1     816.85                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2490          2  100137067 13301 1 1    2450.55                                               
      2490          2  100137067 50115 2 1    2450.55                                               
      2490          3  100137067 13301 2 1    2450.55                                               
      2492          2  100137074 13301 1 1      69.91                                               
      2492          2  100137074 50115 2 1      69.91                                               
      2492          3  100137074 13301 2 1      69.91                                               
      2493          2  100137075 13301 1 1     4479.5                                               
      2493          2  100137075 50102 2 1     4479.5                                               
      2493          3  100137075 13301 2 1     4479.5                                               
      2494          2  100137080 13301 1 1     158100                                               
      2494          2  100137080 50102 2 1     158100                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2494          3  100137080 13301 2 1     158100                                               
      2495          2  100137081 13301 1 1     3267.4                                               
      2495          2  100137081 50103 2 1     3267.4                                               
      2495          3  100137081 13301 2 1     3267.4                                               
      2496          2  100137093 13301 1 1     134.54                                               
      2496          2  100137093 50103 2 1     134.54                                               
      2496          3  100137093 13301 2 1     134.54                                               
      2498          2  100137106 13301 1 1      44795                                               
      2498          2  100137106 50102 2 1      44795                                               
      2499          2  100137119 13301 1 1     144.15                                               
      2499          2  100137119 50103 2 1     144.15                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2500          2  100137121 70501 2 1        651                                               
      2501          2  100137122 70501 2 1        651                                               
      2502          2  100137123 13301 1 1      24025                                               
      2502          2  100137123 50103 2 1      24025                                               
      2502          3  100137123 13301 2 1      24025                                               
      2504          2  100137128 13301 1 1     1300.5                                               
      2504          2  100137128 50103 2 1     1300.5                                               
      2504          3  100137128 13301 2 1     1300.5                                               
      2505          2  100137131 13301 1 1       5202                                               
      2505          2  100137131 50103 2 1       5202                                               
      2505          3  100137131 13301 2 1       5202                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2510          2  100137136 13301 1 1    19762.5                                               
      2510          2  100137136 50115 2 1    19762.5                                               
      2511          2  100137137 13301 1 1     711.45                                               
      2511          2  100137137 50115 2 1     711.45                                               
      2512          2  100137138 13301 1 1    8916.63                                               
      2512          2  100137138 50115 2 1    8916.63                                               
      2512          3  100137138 13301 2 1    8916.63                                               
      2514          2  100137140 13301 1 1    3138.75                                               
      2514          2  100137140 50115 2 1    3138.75                                               
      2514          3  100137140 13301 2 1    3138.75                                               
      2516          2  100137143 13301 1 1    22397.5                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2516          2  100137143 50102 2 1    22397.5                                               
      2516          3  100137143 13301 2 1    22397.5                                               
      2517          2  100137146 13301 1 1    27667.5                                               
      2517          2  100137146 50102 2 1    27667.5                                               
      2517          3  100137146 13301 2 1    27667.5                                               
      2518          2  100137148 13301 1 1    38049.4                                               
      2518          2  100137148 50102 2 1    38049.4                                               
      2521          2  100137151 13301 1 1      26350                                               
      2521          2  100137151 50101 2 1      26350                                               
      2521          3  100137151 13301 2 1      26350                                               
      2522          2  100137152 13301 1 1      14450                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2522          2  100137152 50101 2 1      14450                                               
      2522          3  100137152 13301 2 1      14450                                               
      2523          2  100137153 13301 1 1     484.38                                               
      2523          2  100137153 50103 2 1     484.38                                               
      2524          2  100137155 13301 1 1      20088                                               
      2524          2  100137155 50103 2 1      20088                                               
      2524          3  100137155 13301 2 1      20088                                               
      2525          2  100137159 13301 1 1     432.45                                               
      2525          2  100137159 50103 2 1     432.45                                               
      2526          2  100137343 13301 1 1    4281.88                                               
      2526          2  100137343 50103 2 1    4281.88                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2526          3  100137343 13301 2 1    4281.88                                               
      2527          2  100137344 13301 1 1     1171.8                                               
      2527          2  100137344 50115 2 1     1171.8                                               
      2527          2  100137344 13301 1 1     188.33                                               
      2527          2  100137344 50115 2 1     188.33                                               
      2528          2  100137345 13301 1 1       96.1                                               
      2528          2  100137345 50103 2 1       96.1                                               
      2528          3  100137345 13301 2 1       96.1                                               
      2529          2  100137348 13301 1 1     7207.5                                               
      2529          2  100137348 50103 2 1     7207.5                                               
      2529          3  100137348 13301 2 1     7207.5                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2534          2  100137379 13301 1 1     4479.5                                               
      2534          2  100137379 50103 2 1     4479.5                                               
      2534          3  100137379 13301 2 1     4479.5                                               
      2535          2  100137380 13301 1 1     4479.5                                               
      2535          2  100137380 50103 2 1     4479.5                                               
      2535          3  100137380 13301 2 1     4479.5                                               
      2536          2  100137381 13301 1 1      12090                                               
      2536          2  100137381 50103 2 1      12090                                               
      2536          3  100137381 13301 2 1      12090                                               
      2537          2  100137385 13301 1 1     3320.1                                               
      2537          2  100137385 50102 2 1     3320.1                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2537          3  100137385 13301 2 1     3320.1                                               
      2538          2  100137386 13301 1 1     110670                                               
      2538          2  100137386 50102 2 1     110670                                               
      2538          3  100137386 13301 2 1     110670                                               
      2539          2  100137387 13301 1 1      55335                                               
      2539          2  100137387 50102 2 1      55335                                               
      2539          3  100137387 13301 2 1      55335                                               
      2541          2  100137396 13301 1 1    11646.7                                               
      2541          2  100137396 50102 2 1    11646.7                                               
      2541          3  100137396 13301 2 1    11646.7                                               
      2543          2  100137399 13301 1 1     735.17                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2543          2  100137399 50103 2 1     735.17                                               
      2543          3  100137399 13301 2 1     735.17                                               
      2544          2  100137400 13301 1 1      79050                                               
      2544          2  100137400 50102 2 1      79050                                               
      2545          2  100137402 13301 1 1     562.19                                               
      2545          2  100137402 50103 2 1     562.19                                               
      2545          3  100137402 13301 2 1     562.19                                               
      2546          2  100137407 13301 1 1     2055.3                                               
      2546          2  100137407 50103 2 1     2055.3                                               
      2546          3  100137407 13301 2 1     2055.3                                               
      2547          2  100137410 13301 1 1     4479.5                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2547          2  100137410 50102 2 1     4479.5                                               
      2547          3  100137410 13301 2 1     4479.5                                               
      2548          2  100137413 13301 1 1    4966.98                                               
      2548          2  100137413 50102 2 1    4966.98                                               
      2548          3  100137413 13301 2 1    4966.98                                               
      2549          2  100137414 13301 1 1    1873.95                                               
      2549          2  100137414 50103 2 1    1873.95                                               
      2549          3  100137414 13301 2 1    1873.95                                               
      2550          2  100137415 13301 1 1      79050                                               
      2550          2  100137415 50102 2 1      79050                                               
      2551          2  100137417 13301 1 1     8063.1                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2551          2  100137417 50103 2 1     8063.1                                               
      2551          3  100137417 13301 2 1     8063.1                                               
      2552          2  100137420 13301 1 1  151706.25                                               
      2552          2  100137420 50103 2 1  151706.25                                               
      2552          3  100137420 13301 2 1  151706.25                                               
      2553          2  100137422 13301 1 1   34386.75                                               
      2553          2  100137422 50103 2 1   34386.75                                               
      2553          3  100137422 13301 2 1   34386.75                                               
      2554          2  100137988 13301 1 1     236.25                                               
      2554          2  100137988 50109 2 1     236.25                                               
      2554          3  100137988 13301 2 1     236.25                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2555          2  100138257 13301 1 1    3155.88                                               
      2555          2  100138257 50103 2 1    3155.88                                               
      2555          3  100138257 13301 2 1    3155.88                                               
      2556          2  100138258 13301 1 1     2832.2                                               
      2556          2  100138258 50103 2 1     2832.2                                               
      2556          3  100138258 13301 2 1     2832.2                                               
      2557          2  100138287 13301 1 1      241.8                                               
      2557          2  100138287 50109 2 1      241.8                                               
      2558          2  100138525 13301 1 1      510.8                                               
      2558          2  100138525 50109 2 1      510.8                                               
      2558          3  100138525 13301 2 1      510.8                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2559          2  100139289 13301 1 1      42075                                               
      2559          2  100139289 50102 2 1      42075                                               
      2559          3  100139289 13301 2 1      42075                                               
      2560          2  100139290 13301 1 1      15895                                               
      2560          2  100139290 50101 2 1      15895                                               
      2560          3  100139290 13301 2 1      15895                                               
      2561          2  100139302 13301 1 1      47685                                               
      2561          2  100139302 50102 2 1      47685                                               
      2561          3  100139302 13301 2 1      47685                                               
      2562          2  100142258 13301 1 1     290.16                                               
      2562          2  100142258 50109 2 1     290.16                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2562          3  100142258 13301 2 1     290.16                                               
      2563          2  100142332 13301 1 1     2543.2                                               
      2563          2  100142332 50103 2 1     2543.2                                               
      2563          3  100142332 13301 2 1     2543.2                                               
      2564          2  100142991 13301 1 1     318.24                                               
      2564          2  100142991 50109 2 1     318.24                                               
      2565          2  100143370 13301 1 1     4882.5                                               
      2565          2  100143370 50103 2 1     4882.5                                               
      2565          3  100143370 13301 2 1     4882.5                                               
      2566          2  100137996 13301 1 1     106.31                                               
      2566          2  100137996 50109 2 1     106.31                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2566          3  100137996 13301 2 1     106.31                                               
      2567          2  100137997 13301 1 1      183.6                                               
      2567          2  100137997 50109 2 1      183.6                                               
      2567          3  100137997 13301 2 1      183.6                                               
      2568          2  100137998 13301 1 1     212.63                                               
      2568          2  100137998 50109 2 1     212.63                                               
      2568          3  100137998 13301 2 1     212.63                                               
      2569          2  100138799 13301 1 1       91.8                                               
      2569          2  100138799 50109 2 1       91.8                                               
      2569          3  100138799 13301 2 1       91.8                                               
      2570          2  100138893 13301 1 1     207.04                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2570          2  100138893 50109 2 1     207.04                                               
      2570          3  100138893 13301 2 1     207.04                                               
      2571          2  100138894 13301 1 1      87.21                                               
      2571          2  100138894 50109 2 1      87.21                                               
      2571          3  100138894 13301 2 1      87.21                                               
      2572          2  100143688 13301 1 1     1171.8                                               
      2572          2  100143688 50103 2 1     1171.8                                               
      2573          2  100143919 13301 1 1      42.32                                               
      2573          2  100143919 50109 2 1      42.32                                               
      2573          3  100143919 13301 2 1      42.32                                               
      2574          2  100144144 13301 1 1     1011.5                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2574          2  100144144 50109 2 1     1011.5                                               
      2574          3  100144144 13301 2 1     1011.5                                               
      2575          2  100137425 13301 1 1      44795                                               
      2575          2  100137425 50103 2 1      44795                                               
      2575          3  100137425 13301 2 1      44795                                               
      2577          2  100137427 13301 1 1      78030                                               
      2577          2  100137427 50102 2 1      78030                                               
      2578          2  100137430 13301 1 1     627.75                                               
      2578          2  100137430 50103 2 1     627.75                                               
      2578          3  100137430 13301 2 1     627.75                                               
      2579          2  100137437 13301 1 1    1297.35                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2579          2  100137437 50103 2 1    1297.35                                               
      2579          3  100137437 13301 2 1    1297.35                                               
      2580          2  100137439 13301 1 1      72075                                               
      2580          2  100137439 50103 2 1      72075                                               
      2581          2  100137443 13301 1 1      89590                                               
      2581          2  100137443 50102 2 1      89590                                               
      2581          3  100137443 13301 2 1      89590                                               
      2582          2  100137444 13301 1 1     2687.7                                               
      2582          2  100137444 50102 2 1     2687.7                                               
      2582          3  100137444 13301 2 1     2687.7                                               
      2583          2  100137448 13301 1 1   12845.63                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2583          2  100137448 50103 2 1   12845.63                                               
      2585          2  100137459 13301 1 1       3348                                               
      2585          2  100137459 50103 2 1       3348                                               
      2585          3  100137459 13301 2 1       3348                                               
      2586          2  100137991 13301 1 1      19.88                                               
      2586          2  100137991 50109 2 1      19.88                                               
      2586          3  100137991 13301 2 1      19.88                                               
      2587          2  100137992 13301 1 1       91.8                                               
      2587          2  100137992 50109 2 1       91.8                                               
      2587          3  100137992 13301 2 1       91.8                                               
      2588          2  100137993 13301 1 1     118.13                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2588          2  100137993 50109 2 1     118.13                                               
      2588          3  100137993 13301 2 1     118.13                                               
      2589          2  100137994 13301 1 1      68.51                                               
      2589          2  100137994 50109 2 1      68.51                                               
      2589          3  100137994 13301 2 1      68.51                                               
      2590          2  100137995 13301 1 1        243                                               
      2590          2  100137995 50109 2 1        243                                               
      2590          3  100137995 13301 2 1        243                                               
      2591          2  100138256 13301 1 1        434                                               
      2591          2  100138256 50103 2 1        434                                               
      2591          3  100138256 13301 2 1        434                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2592          2  100138583 13301 1 1    1309.75                                               
      2592          2  100138583 50109 2 1    1309.75                                               
      2592          3  100138583 13301 2 1    1309.75                                               
      2593          2  100138826 13301 1 1       94.5                                               
      2593          2  100138826 50109 2 1       94.5                                               
      2593          3  100138826 13301 2 1       94.5                                               
      2594          2  100138850 13301 1 1      40.18                                               
      2594          2  100138850 50109 2 1      40.18                                               
      2594          3  100138850 13301 2 1      40.18                                               
      2595          2  100138865 13301 1 1     127.22                                               
      2595          2  100138865 50109 2 1     127.22                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2595          3  100138865 13301 2 1     127.22                                               
      2596          2  100138880 13301 1 1         93                                               
      2596          2  100138880 50109 2 1         93                                               
      2596          3  100138880 13301 2 1         93                                               
      2597          2  100138993 13301 1 1      31790                                               
      2597          2  100138993 50102 2 1      31790                                               
      2598          2  100137245 13301 1 1    6422.81                                               
      2598          2  100137245 50103 2 1    6422.81                                               
      2598          3  100137245 13301 2 1    6422.81                                               
      2599          2  100137246 13301 1 1     162.75                                               
      2599          2  100137246 50103 2 1     162.75                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2599          3  100137246 13301 2 1     162.75                                               
      2604          2  100137251 13301 1 1   14317.93                                               
      2604          2  100137251 50115 2 1   14317.93                                               
      2604          3  100137251 13301 2 1   14317.93                                               
      2606          2  100137253 13301 1 1      98.21                                               
      2606          2  100137253 50103 2 1      98.21                                               
      2606          3  100137253 13301 2 1      98.21                                               
      2608          2  100137465 13301 1 1     5375.4                                               
      2608          2  100137465 50102 2 1     5375.4                                               
      2609          2  100137466 13301 1 1      62713                                               
      2609          2  100137466 50103 2 1      62713                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2610          2  100137470 13301 1 1     2687.7                                               
      2610          2  100137470 50102 2 1     2687.7                                               
      2610          3  100137470 13301 2 1     2687.7                                               
      2611          2  100137473 13301 1 1    1323.86                                               
      2611          2  100137473 50115 2 1    1323.86                                               
      2612          2  100137476 13301 1 1    1306.96                                               
      2612          2  100137476 50103 2 1    1306.96                                               
      2612          3  100137476 13301 2 1    1306.96                                               
      2613          2  100137479 13301 1 1     2687.7                                               
      2613          2  100137479 50102 2 1     2687.7                                               
      2614          2  100137481 13301 1 1    11243.7                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2614          2  100137481 50103 2 1    11243.7                                               
      2614          3  100137481 13301 2 1    11243.7                                               
      2615          2  100137501 13301 1 1    57179.5                                               
      2615          2  100137501 50102 2 1    57179.5                                               
      2616          2  100137502 13301 1 1      48.05                                               
      2616          2  100137502 50103 2 1      48.05                                               
      2616          3  100137502 13301 2 1      48.05                                               
      2618          2  100137504 13301 1 1       96.1                                               
      2618          2  100137504 50103 2 1       96.1                                               
      2618          3  100137504 13301 2 1       96.1                                               
      2619          2  100137507 13301 1 1   19359.35                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2619          2  100137507 50102 2 1   19359.35                                               
      2620          2  100137508 13301 1 1      17918                                               
      2620          2  100137508 50103 2 1      17918                                               
      2620          3  100137508 13301 2 1      17918                                               
      2621          2  100137509 13301 1 1    27772.9                                               
      2621          2  100137509 50103 2 1    27772.9                                               
      2621          3  100137509 13301 2 1    27772.9                                               
      2624          2  100137513 13301 1 1      10115                                               
      2624          2  100137513 50103 2 1      10115                                               
      2624          3  100137513 13301 2 1      10115                                               
      2625          2  100137515 13301 1 1     116.62                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2625          2  100137515 50103 2 1     116.62                                               
      2625          3  100137515 13301 2 1     116.62                                               
      2626          2  100137518 13301 1 1      111.6                                               
      2626          2  100137518 50103 2 1      111.6                                               
      2626          3  100137518 13301 2 1      111.6                                               
      2627          2  100137519 13301 1 1       1734                                               
      2627          2  100137519 50102 2 1       1734                                               
      2627          3  100137519 13301 2 1       1734                                               
      2628          2  100137520 13301 1 1       6936                                               
      2628          2  100137520 50103 2 1       6936                                               
      2628          3  100137520 13301 2 1       6936                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2629          2  100137521 13301 1 1   37548.75                                               
      2629          2  100137521 50115 2 1   37548.75                                               
      2629          3  100137521 13301 2 1   37548.75                                               
      2630          2  100137526 13301 1 1      87.21                                               
      2630          2  100137526 50109 2 1      87.21                                               
      2631          2  100145093 13301 1 1       15.5                                               
      2631          2  100145093 50109 2 1       15.5                                               
      2631          3  100145093 13301 2 1       15.5                                               
      2632          2  100145107 13301 1 1      28900                                               
      2632          2  100145107 50102 2 1      28900                                               
      2632          3  100145107 13301 2 1      28900                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2633          2  100145110 13301 1 1       25.5                                               
      2633          2  100145110 50109 2 1       25.5                                               
      2634          2  100145327 13301 1 1     5722.6                                               
      2634          2  100145327 50103 2 1     5722.6                                               
      2634          3  100145327 13301 2 1     5722.6                                               
      2635          2  100145395 13301 1 1     1618.4                                               
      2635          2  100145395 50103 2 1     1618.4                                               
      2636          2  100144164 13301 1 1       2023                                               
      2636          2  100144164 50103 2 1       2023                                               
      2636          3  100144164 13301 2 1       2023                                               
      2637          2  100145358 13301 1 1       12.4                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2637          2  100145358 50103 2 1       12.4                                               
      2637          3  100145358 13301 2 1       12.4                                               
      2638          2  100146106 13301 1 1        6.3                                               
      2638          2  100146106 50109 2 1        6.3                                               
      2638          3  100146106 13301 2 1        6.3                                               
      2639          2  100146107 13301 1 1       7.88                                               
      2639          2  100146107 50109 2 1       7.88                                               
      2639          3  100146107 13301 2 1       7.88                                               
      2640          2  100146150 13301 1 1      13.93                                               
      2640          2  100146150 50109 2 1      13.93                                               
      2640          3  100146150 13301 2 1      13.93                                               

  TRACE_NO  TRACE_CNT      AC_ID ACC_H D I      INTST                                               
---------- ---------- ---------- ----- - - ----------                                               
      2641          2  100146151 13301 1 1      15.39                                               
      2641          2  100146151 50109 2 1      15.39                                               
